age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,ID
27,10,0,3,0,405,1,0,2,7,5,129,2,-1,0,-1,35451
57,4,1,2,0,649,1,0,2,18,11,122,1,-1,0,-1,25008
52,9,1,2,0,0,0,1,1,9,7,60,1,-1,0,-1,13650
37,10,-1,3,0,153,1,0,2,30,4,221,1,70,2,-1,33940
32,10,0,3,0,1160,1,1,-1,11,6,450,2,-1,0,-1,10197
47,0,1,1,0,324,0,0,2,21,11,462,2,-1,0,-1,27051
49,10,1,3,0,2037,0,0,-1,5,10,10,1,-1,0,-1,44929
30,7,0,2,0,-754,1,1,-1,26,5,974,1,-1,0,-1,5753
31,5,0,2,0,78,1,1,2,7,7,104,1,-1,0,-1,12895
31,10,0,3,0,354,0,0,2,30,4,502,1,9,2,1,34165
31,10,1,3,0,315,0,0,2,29,8,109,4,-1,0,-1,23905
37,7,0,2,0,3,1,0,-1,29,5,82,1,-1,0,-1,7245
34,10,1,3,0,47,0,0,2,26,5,244,1,-1,0,-1,39568
37,8,1,3,0,1284,1,0,2,29,1,246,2,-1,0,-1,28580
69,3,-1,1,0,482,0,0,2,2,7,260,2,-1,0,-1,40405
50,10,1,3,0,536,0,0,-1,20,6,75,3,-1,0,-1,12094
36,5,1,3,0,45,0,0,2,19,11,52,3,-1,0,-1,26121
57,4,1,-1,0,108,0,0,-1,12,6,98,1,-1,0,-1,10333
44,0,1,2,0,0,0,0,2,5,5,398,2,165,4,0,34603
27,7,0,3,0,1976,0,0,2,18,3,394,2,101,1,-1,43328
59,3,1,3,0,307,0,1,-1,11,6,63,5,-1,0,-1,10097
35,5,1,2,0,1728,1,0,2,17,4,865,1,-1,0,-1,32848
47,6,1,2,0,4420,1,1,2,20,11,454,1,-1,0,-1,26271
47,10,1,2,0,1144,0,1,2,29,1,324,1,-1,0,-1,28328
27,4,0,2,0,6010,1,0,-1,3,6,604,1,-1,0,-1,8593
41,7,1,2,0,0,0,0,2,29,8,141,2,-1,0,-1,23896
31,7,0,3,0,1881,0,0,2,19,11,145,1,-1,0,-1,25549
34,1,1,1,0,0,1,0,2,4,2,77,1,-1,0,-1,29887
46,10,0,3,0,2223,0,0,-1,12,6,67,3,-1,0,-1,10435
43,6,1,1,0,5039,0,0,2,20,11,227,1,-1,0,-1,26699
37,9,1,2,0,756,1,0,2,20,4,207,2,-1,0,-1,33229
45,6,1,2,0,845,0,0,-1,20,6,76,4,-1,0,-1,12116
44,10,0,3,0,0,0,1,2,14,7,289,3,-1,0,-1,14284
31,7,0,3,0,1320,0,0,2,4,2,377,1,-1,0,-1,30010
44,7,0,3,0,342,1,0,2,22,7,70,1,-1,0,-1,16040
46,7,-1,3,0,477,1,0,-1,6,5,114,1,-1,0,-1,393
27,10,0,3,0,497,0,0,2,5,2,125,1,-1,0,-1,30436
40,10,0,3,0,-275,1,0,-1,8,5,219,2,-1,0,-1,1429
42,10,1,3,0,-671,0,0,2,28,8,80,2,-1,0,-1,23532
31,10,1,3,0,1224,1,1,2,24,7,1441,2,-1,0,-1,16641
33,7,1,2,0,6947,1,0,2,20,4,250,2,-1,0,-1,33660
55,4,1,1,0,842,0,0,1,31,7,144,2,-1,0,-1,18400
35,7,0,3,0,470,1,0,2,25,7,743,13,-1,0,-1,17029
58,7,1,3,0,0,0,0,2,25,8,540,4,-1,0,-1,22657
27,4,1,2,0,1024,0,0,2,6,2,280,6,-1,0,-1,30761
46,10,0,3,1,-344,0,0,2,8,8,142,4,-1,0,-1,19929
46,5,1,2,0,2703,0,0,2,11,8,211,6,-1,0,-1,20278
72,3,0,3,0,1285,0,0,1,2,11,179,5,98,2,0,42121
41,7,1,2,0,90,0,0,-1,9,6,171,2,-1,0,-1,9942
42,5,1,2,0,146,1,1,2,15,5,670,4,346,1,0,38117
31,4,0,2,0,-745,1,0,-1,13,5,227,1,-1,0,-1,2590
32,4,0,2,0,1139,1,0,2,29,1,57,1,191,1,0,28394
34,10,1,3,0,186,1,0,2,14,5,115,3,-1,0,-1,37538
51,9,1,2,0,949,0,0,2,5,8,1092,1,-1,0,-1,19095
33,7,1,2,1,72,1,0,-1,6,5,623,1,-1,0,-1,420
28,10,1,3,0,3694,0,1,2,8,7,70,2,-1,0,-1,13183
30,9,1,2,0,1589,1,0,2,18,11,51,4,-1,0,-1,25372
51,9,1,1,0,576,1,0,2,23,7,434,1,-1,0,-1,16408
44,4,1,-1,0,1529,1,0,2,30,4,347,1,-1,0,-1,33922
31,9,0,2,0,680,1,0,-1,23,5,152,1,-1,0,-1,5292
37,4,1,2,0,183,1,0,-1,6,5,112,4,-1,0,-1,733
50,-1,1,-1,0,1533,0,0,2,4,8,157,1,-1,0,-1,18845
43,-1,1,1,0,644,0,0,1,5,2,195,2,-1,0,-1,30478
30,10,0,3,0,552,1,0,2,5,8,648,2,-1,0,-1,19173
43,10,1,3,0,244,0,0,2,14,8,167,2,-1,0,-1,20997
30,10,0,3,0,114,0,0,2,14,8,65,4,-1,0,-1,21152
32,10,1,3,0,1667,1,0,-1,23,5,345,3,-1,0,-1,5459
53,5,1,2,0,2774,0,1,-1,19,6,193,1,-1,0,-1,11481
33,4,0,2,0,1254,1,0,2,14,4,584,1,-1,0,-1,32068
26,4,0,2,0,82,1,0,-1,9,5,654,1,-1,0,-1,1807
36,0,0,3,0,9019,1,0,-1,11,6,952,3,-1,0,-1,10193
34,4,1,1,0,-167,1,0,-1,21,5,201,1,-1,0,-1,4806
56,10,1,3,0,171,0,1,1,17,7,610,2,-1,0,-1,15242
33,7,0,2,0,296,1,0,-1,21,5,226,1,-1,0,-1,4987
33,6,-1,2,0,969,1,0,-1,17,6,166,2,-1,0,-1,10938
28,9,0,2,0,1507,0,0,2,7,7,92,1,-1,0,-1,12917
58,8,0,3,0,229,1,0,2,7,5,162,7,-1,0,-1,35576
39,7,1,3,0,1293,0,0,2,3,6,140,2,-1,0,-1,40037
49,4,1,2,0,-327,1,0,2,7,5,423,1,-1,0,-1,35416
34,4,1,1,0,-204,1,0,2,14,5,61,6,-1,0,-1,37614
53,5,1,2,0,367,1,1,2,29,1,155,1,261,2,0,28415
60,10,0,3,0,560,0,0,2,15,5,730,5,-1,0,-1,38368
41,5,1,2,0,96,1,0,-1,30,5,136,2,-1,0,-1,7708
58,4,1,1,0,66,1,0,2,15,5,184,4,-1,0,-1,38513
33,9,0,2,0,1590,1,0,2,20,4,18,4,334,1,-1,33655
39,7,1,2,0,0,0,0,2,20,8,327,3,-1,0,-1,21996
47,0,0,1,0,7351,0,0,2,4,2,1060,3,-1,0,-1,30058
40,10,0,3,0,80,1,0,2,30,1,182,3,-1,0,-1,28725
32,8,1,3,0,598,0,0,2,18,8,135,6,-1,0,-1,21411
38,4,-1,2,0,727,1,0,-1,16,6,119,2,-1,0,-1,10494
60,9,1,2,0,7336,0,0,2,31,3,494,1,-1,0,-1,31455
26,10,0,3,0,2786,0,0,2,23,3,415,1,-1,0,-1,31379
32,9,0,2,0,314,0,1,2,23,4,91,4,156,1,-1,33788
34,9,1,2,0,-45,1,0,2,21,7,88,4,-1,0,-1,15594
41,1,0,2,0,231,0,0,2,9,7,76,2,-1,0,-1,13537
38,4,1,2,0,13849,1,0,2,9,4,286,4,321,5,0,31861
44,1,1,2,0,192,0,0,-1,11,6,232,2,-1,0,-1,10096
32,4,-1,2,0,0,1,0,-1,2,6,746,2,-1,0,-1,8286
38,10,1,3,0,0,0,0,2,19,8,219,2,-1,0,-1,21769
34,4,-1,1,0,0,1,0,2,15,5,206,5,-1,0,-1,38533
33,10,0,3,0,1373,1,0,2,5,5,17,5,349,2,0,34414
34,10,1,3,0,99,0,1,2,3,2,264,2,-1,0,-1,29633
43,7,0,2,0,214,1,0,2,14,5,335,1,-1,0,-1,37747
35,10,0,3,0,0,0,1,2,14,8,370,4,-1,0,-1,21027
54,10,-1,2,0,299,0,1,2,23,7,147,4,-1,0,-1,16486
31,4,1,2,0,1017,1,0,-1,29,5,514,3,-1,0,-1,7179
35,4,1,1,0,3587,1,0,-1,30,5,148,4,-1,0,-1,7920
44,5,1,1,0,1161,1,0,-1,19,5,110,5,-1,0,-1,4382
57,6,-1,3,0,6519,0,0,2,20,11,1040,1,-1,0,-1,26301
37,4,1,2,0,2924,0,0,2,31,7,74,2,-1,0,-1,18372
52,4,1,1,0,2977,0,0,2,18,8,286,5,-1,0,-1,21418
46,9,-1,2,0,207,1,0,-1,7,5,485,4,-1,0,-1,984
35,0,0,2,0,0,0,0,2,30,7,740,3,-1,0,-1,18118
48,1,1,1,0,380,1,0,2,22,7,188,5,-1,0,-1,16008
37,4,1,2,0,115,1,1,-1,28,5,91,3,-1,0,-1,6588
53,5,1,2,0,1,0,0,2,22,8,120,10,-1,0,-1,22603
35,7,1,2,0,1577,1,1,2,17,11,53,1,-1,0,-1,24194
30,9,0,2,0,1018,1,0,2,29,1,58,1,-1,0,-1,28404
32,5,0,-1,0,2378,0,0,2,17,11,1132,2,-1,0,-1,24652
53,9,1,2,0,0,0,0,1,6,9,353,1,655,5,0,44712
39,5,0,2,0,300,1,1,-1,28,5,180,2,-1,0,-1,7073
19,2,0,2,0,291,0,0,1,5,5,291,5,-1,0,-1,34676
35,7,0,3,0,8,0,0,2,21,8,169,2,-1,0,-1,22168
33,1,0,2,0,191,0,0,2,9,2,118,2,-1,0,-1,30921
55,4,1,1,0,3297,1,1,1,30,4,96,1,-1,0,-1,34136
40,10,1,3,0,0,0,0,2,7,7,111,1,-1,0,-1,12846
47,5,1,-1,0,4822,1,0,-1,21,5,154,5,-1,0,-1,5189
37,7,0,2,0,1012,1,0,2,20,4,218,4,-1,0,-1,33622
33,4,1,1,0,195,0,0,2,16,11,984,5,-1,0,-1,42324
36,10,1,3,0,0,0,0,2,12,8,243,3,-1,0,-1,20671
40,4,1,2,0,326,1,1,2,7,7,112,1,-1,0,-1,12858
39,7,1,2,0,484,0,1,2,18,11,61,1,113,3,-1,25035
30,9,0,3,0,8,0,1,2,30,7,76,2,150,1,0,44345
31,7,1,2,0,684,1,0,2,7,12,620,3,-1,0,-1,42445
54,4,1,1,0,209,0,1,-1,17,11,206,1,-1,0,-1,24318
34,10,0,2,0,1360,1,0,2,17,7,506,1,-1,0,-1,15157
39,7,0,2,0,1435,0,0,2,17,6,383,1,296,19,-1,43941
34,7,1,2,0,260,1,0,2,22,8,142,2,-1,0,-1,22329
44,8,1,1,0,650,1,0,2,6,5,142,2,-1,0,-1,34785
52,4,1,1,0,230,1,0,2,6,5,198,2,170,2,0,35006
34,5,0,2,0,84,1,0,-1,23,5,299,1,-1,0,-1,5283
48,4,1,2,0,264,0,0,2,6,2,439,2,-1,0,-1,30644
39,7,0,3,0,5803,0,0,2,2,2,83,3,-1,0,-1,29391
27,5,0,2,0,504,1,0,2,18,5,106,5,362,8,-1,38773
47,9,1,2,0,79,0,1,2,18,11,136,5,-1,0,-1,25428
42,10,1,3,0,0,1,0,-1,6,5,65,3,-1,0,-1,685
35,10,1,2,0,0,0,1,-1,4,7,121,1,-1,0,-1,12627
41,7,1,2,0,55,1,0,2,6,8,185,4,-1,0,-1,19320
36,10,1,3,0,0,1,0,2,21,8,90,8,-1,0,-1,22169
33,7,-1,2,0,855,1,0,2,15,5,124,3,-1,0,-1,38544
35,7,1,2,0,545,1,0,2,16,4,1579,1,234,4,0,32274
59,3,-1,2,0,1026,0,0,-1,5,11,669,1,-1,0,-1,24133
28,5,0,2,0,229,1,0,-1,9,5,322,1,-1,0,-1,1771
33,7,-1,2,0,4369,1,0,-1,21,5,433,3,-1,0,-1,5178
37,10,0,2,0,0,1,1,2,2,4,450,2,-1,0,-1,31513
60,3,1,1,0,55,0,0,2,4,6,207,1,-1,0,-1,40118
54,6,1,1,0,277,1,0,-1,2,6,360,3,-1,0,-1,8261
60,4,1,1,0,193,1,0,1,12,5,89,2,-1,0,-1,36929
32,7,0,2,0,309,1,1,2,16,4,346,1,234,3,0,32216
40,4,1,2,0,1522,1,1,-1,14,5,168,2,-1,0,-1,2892
37,9,1,2,0,0,0,1,-1,19,6,176,2,-1,0,-1,11515
37,4,1,2,0,43,1,0,-1,20,6,250,3,-1,0,-1,11818
43,10,1,3,0,2759,1,1,2,8,8,329,2,-1,0,-1,20053
42,9,0,-1,0,297,1,0,-1,29,5,106,1,-1,0,-1,7214
36,4,1,2,0,142,1,0,2,17,4,251,1,-1,0,-1,32765
51,10,1,3,0,10077,0,0,2,7,8,93,2,-1,0,-1,19454
41,7,1,2,0,768,1,0,-1,15,5,214,4,-1,0,-1,3615
52,0,-1,2,0,4,0,1,-1,18,11,248,1,-1,0,-1,24939
34,10,0,3,0,48,1,0,2,12,8,810,3,93,6,0,40894
32,9,1,2,0,-4,0,0,2,8,5,47,5,-1,0,-1,35748
23,5,1,2,0,2673,1,0,-1,5,6,81,2,-1,0,-1,9037
36,10,0,3,0,900,0,0,2,6,8,499,4,-1,0,-1,19380
28,4,1,2,0,228,1,0,-1,3,6,328,9,-1,0,-1,8676
45,0,-1,2,0,728,1,1,2,18,11,107,1,-1,0,-1,24953
46,7,1,2,0,3,1,1,2,12,5,614,3,-1,0,-1,36856
58,-1,0,2,0,311,0,0,-1,6,6,248,2,-1,0,-1,9674
35,7,1,2,0,433,0,0,2,28,8,14,16,-1,0,-1,23751
47,7,1,2,0,17206,1,0,2,19,8,125,4,-1,0,-1,21497
53,7,1,2,0,2052,1,0,2,19,11,286,1,-1,0,-1,25897
31,7,0,3,1,24,0,0,2,21,8,246,2,-1,0,-1,22105
46,7,-1,2,0,435,1,0,-1,15,5,192,3,-1,0,-1,3573
36,7,1,3,0,1473,1,1,2,11,5,206,2,-1,0,-1,36402
33,5,1,2,0,1076,0,0,2,7,8,88,1,259,4,0,40728
44,9,1,-1,0,-299,1,0,-1,23,5,268,1,-1,0,-1,5436
41,10,1,3,0,527,0,0,2,22,8,96,1,-1,0,-1,22551
46,9,1,2,0,171,1,1,2,11,10,251,1,430,1,0,44983
37,9,0,2,0,31,1,0,2,18,5,15,9,-1,0,-1,38811
58,4,1,2,0,584,0,0,2,28,1,339,1,-1,0,-1,27816
38,10,0,3,0,8669,1,0,1,21,11,228,6,-1,0,-1,27011
56,5,-1,2,0,935,0,0,2,26,2,112,1,227,2,0,31160
32,5,1,2,0,859,1,0,-1,9,8,39,1,-1,0,-1,44489
50,4,1,1,0,421,1,0,2,21,7,445,4,-1,0,-1,15896
41,4,0,2,0,1880,0,1,2,14,5,35,1,356,10,-1,37745
27,2,0,2,0,253,0,0,2,25,5,242,2,-1,0,-1,39525
52,7,-1,3,0,0,0,0,2,19,8,119,2,-1,0,-1,21653
36,2,0,2,0,624,0,0,2,5,2,518,2,8,1,-1,30471
52,5,-1,2,0,0,0,0,2,31,7,530,3,-1,0,-1,18660
53,4,0,-1,0,0,0,0,-1,12,5,140,7,-1,0,-1,2290
33,5,1,2,0,-124,0,0,2,17,4,150,2,325,1,0,32903
37,10,-1,3,0,241,1,0,-1,30,5,126,1,-1,0,-1,7625
40,10,1,2,0,18,1,0,2,5,2,166,1,8,2,-1,30391
41,7,1,2,0,0,0,0,2,28,1,411,2,156,8,-1,28032
44,10,1,2,1,0,1,0,2,11,7,96,2,-1,0,-1,14221
38,1,-1,2,0,70,0,0,2,1,6,263,1,-1,0,-1,39767
34,7,0,3,0,2733,0,0,2,14,7,604,1,-1,0,-1,44177
32,5,0,2,0,-55,1,0,2,15,4,601,1,-1,0,-1,32125
46,4,1,1,0,10333,1,0,-1,9,6,579,4,-1,0,-1,10022
37,4,-1,1,0,117,1,0,2,18,5,125,3,350,4,0,39044
32,10,0,3,0,509,0,1,2,19,11,208,2,-1,0,-1,26119
56,3,1,3,0,281,0,0,2,3,3,96,2,-1,0,-1,31244
42,10,-1,3,0,20,0,0,2,25,7,64,2,-1,0,-1,16857
54,9,1,-1,0,-337,1,0,-1,12,5,288,2,-1,0,-1,2115
57,1,1,1,0,1969,0,0,2,14,8,286,3,-1,0,-1,21191
34,4,1,2,0,7,1,1,2,2,2,171,2,193,2,-1,29212
27,7,0,2,0,282,0,1,2,9,7,676,5,-1,0,-1,13626
40,4,1,1,0,1802,1,0,2,17,4,326,1,319,1,0,32861
45,6,1,2,0,140,1,0,2,6,8,192,3,-1,0,-1,19393
29,7,0,2,0,3313,1,0,-1,5,6,18,3,-1,0,-1,9277
48,7,1,2,0,638,1,0,-1,14,5,217,1,-1,0,-1,3014
45,9,1,2,0,1435,1,0,2,30,4,257,1,-1,0,-1,34138
44,4,0,1,0,343,1,1,2,18,5,19,7,-1,0,-1,38911
30,7,0,2,0,853,0,0,2,29,10,279,1,148,1,0,42068
47,9,-1,1,0,1095,1,0,2,18,11,171,1,110,2,-1,25322
45,0,1,3,0,1148,0,0,2,19,11,782,2,-1,0,-1,26081
33,4,1,-1,0,695,1,1,2,21,11,148,1,-1,0,-1,27064
43,7,0,2,0,34,0,0,1,30,7,29,1,-1,0,-1,18138
31,4,1,1,0,951,1,0,2,13,5,206,1,-1,0,-1,37313
45,9,-1,-1,0,857,0,0,1,8,7,49,7,-1,0,-1,13321
35,8,0,3,0,-880,0,1,2,24,7,77,3,-1,0,-1,16822
37,7,1,2,0,952,1,0,2,16,4,536,1,-1,0,-1,32307
46,7,-1,2,0,0,0,0,1,14,8,135,8,-1,0,-1,21167
35,7,1,2,0,0,1,0,2,9,11,524,1,96,5,1,45161
39,10,0,3,0,3281,0,0,-1,9,6,90,4,-1,0,-1,9940
33,5,1,2,0,386,0,0,2,12,11,253,1,92,4,0,42235
29,4,0,2,0,180,0,0,2,12,1,350,2,-1,0,-1,42633
40,8,1,2,0,0,1,0,2,22,7,117,1,-1,0,-1,16011
27,9,1,2,0,0,1,0,2,6,5,837,1,-1,0,-1,34909
32,10,0,3,0,819,1,0,2,20,4,114,2,-1,0,-1,33494
60,9,0,2,0,860,1,0,2,12,5,318,1,-1,0,-1,36547
43,7,-1,2,0,-36,1,0,2,17,11,190,1,104,1,0,24417
36,10,1,3,0,203,0,0,2,23,7,608,3,179,2,1,44266
36,9,0,2,0,20,1,0,-1,6,5,186,1,-1,0,-1,467
42,5,1,2,0,693,1,0,-1,13,5,187,2,-1,0,-1,2678
53,5,1,2,0,1461,0,0,2,25,8,262,6,-1,0,-1,22786
44,1,1,1,0,-156,0,1,2,30,7,1211,2,-1,0,-1,18073
28,7,0,2,0,312,1,0,-1,6,5,392,1,-1,0,-1,655
57,10,1,2,0,1502,0,0,1,17,11,340,2,109,11,0,24650
31,10,1,3,0,1215,0,0,2,25,7,80,2,-1,0,-1,17140
55,7,1,-1,0,0,0,0,-1,16,6,153,1,-1,0,-1,10633
27,4,0,1,0,265,1,0,2,13,5,1119,2,-1,0,-1,37416
35,6,0,3,0,44,0,0,2,7,9,310,2,96,2,-1,41477
35,10,1,3,0,247,1,0,2,8,5,209,3,367,3,-1,35627
46,0,1,2,0,3533,1,0,2,12,8,235,2,-1,0,-1,20452
48,10,1,3,0,998,1,0,2,29,1,121,3,-1,0,-1,28596
40,4,-1,2,0,181,0,0,-1,12,6,89,6,-1,0,-1,10269
34,5,-1,2,0,1281,0,0,2,5,2,237,1,-1,0,-1,30414
40,10,1,2,0,4025,1,0,2,15,7,107,4,-1,0,-1,14697
49,10,1,3,0,3840,1,0,-1,15,5,146,4,-1,0,-1,3542
60,3,1,2,0,18967,1,0,2,29,1,177,2,-1,0,-1,42800
38,7,0,2,0,2079,1,1,-1,29,5,122,1,-1,0,-1,7195
33,2,0,3,0,882,1,0,2,6,2,311,1,-1,0,-1,30658
24,2,0,2,0,822,0,0,2,28,7,106,2,-1,0,-1,44315
33,4,1,2,0,1240,1,0,2,12,5,844,1,-1,0,-1,36768
55,3,-1,2,0,-268,0,1,2,24,7,1417,1,-1,0,-1,16637
26,9,0,-1,0,677,0,0,2,4,5,399,1,-1,0,-1,34372
49,9,1,2,0,3620,0,0,2,4,5,346,2,-1,0,-1,34223
49,10,1,3,0,3063,1,0,2,18,5,68,2,-1,0,-1,39212
49,0,1,2,0,13818,0,0,2,21,11,201,1,113,2,0,27084
33,10,1,2,0,369,0,0,2,11,2,446,1,-1,0,-1,31032
30,10,0,3,0,1243,1,0,1,13,11,86,1,174,1,0,24171
48,7,0,2,0,309,0,0,2,7,8,190,2,-1,0,-1,19627
44,4,1,1,0,8,0,0,2,28,1,531,1,-1,0,-1,27854
48,7,1,1,0,788,0,0,1,9,7,36,2,-1,0,-1,13513
47,4,1,1,0,840,0,1,2,17,7,509,1,-1,0,-1,15085
32,10,1,3,0,3107,1,1,2,18,11,165,2,116,1,0,25152
28,5,0,2,0,5090,1,0,-1,6,5,1297,3,-1,0,-1,570
32,10,1,3,0,6274,1,0,2,17,11,500,2,-1,0,-1,24538
47,4,1,1,0,205,1,0,-1,8,5,128,2,-1,0,-1,1498
34,8,0,3,0,2945,1,0,2,17,4,266,1,-1,0,-1,32808
45,10,1,3,0,2022,0,0,-1,30,5,340,1,-1,0,-1,7773
32,7,0,2,0,224,0,0,2,29,8,451,4,-1,0,-1,23997
28,2,0,3,0,3717,0,0,1,30,10,177,2,-1,0,-1,42093
52,10,-1,3,0,3,0,0,-1,1,7,28,1,-1,0,-1,44055
52,9,1,1,0,204,0,0,2,19,8,123,2,-1,0,-1,21486
36,7,1,2,0,522,1,0,2,17,7,185,1,-1,0,-1,14990
65,3,-1,1,0,1840,0,0,2,1,6,383,2,188,5,0,43845
50,1,1,1,0,5296,0,0,2,19,11,64,7,-1,0,-1,26095
45,10,1,3,0,766,1,0,1,25,7,59,15,-1,0,-1,16952
33,9,1,2,0,82,1,0,2,25,7,735,1,-1,0,-1,16906
55,10,0,3,0,430,0,0,2,29,8,79,4,-1,0,-1,23886
53,9,0,2,0,545,1,0,2,12,5,305,1,370,1,0,36582
75,3,1,1,0,1413,0,0,2,1,9,532,2,188,2,1,44644
35,9,0,2,0,-133,1,0,2,14,5,546,3,-1,0,-1,38000
83,3,-1,1,0,4565,0,0,2,13,9,175,2,-1,0,-1,44768
27,5,-1,2,0,397,0,1,2,30,7,192,3,-1,0,-1,18204
58,3,1,2,1,-146,0,1,2,28,8,192,8,-1,0,-1,23460
50,5,1,2,0,2362,1,1,2,23,7,59,4,-1,0,-1,16221
41,0,1,2,0,2081,1,0,2,3,2,53,3,-1,0,-1,29545
39,4,1,2,0,23,1,0,-1,12,5,22,5,-1,0,-1,2278
53,6,1,3,0,217,0,0,2,11,8,121,5,-1,0,-1,20294
37,5,0,2,0,248,1,0,2,10,2,77,1,279,2,0,31012
25,4,1,1,1,-589,1,0,-1,3,6,233,1,-1,0,-1,8403
35,4,0,2,0,74,1,0,2,17,4,360,1,-1,0,-1,32483
26,2,0,-1,0,2020,0,0,1,28,1,42,3,-1,0,-1,28047
23,2,0,1,0,1235,0,0,2,12,6,39,3,-1,0,-1,40240
30,4,0,2,0,574,0,0,2,5,2,11,6,-1,0,-1,30195
54,8,-1,2,0,104,1,0,-1,12,5,391,1,-1,0,-1,2201
38,7,0,2,0,614,1,0,-1,20,5,116,1,-1,0,-1,4485
26,4,0,1,0,-887,1,0,2,18,5,827,2,-1,0,-1,39155
36,4,1,1,0,655,1,0,-1,23,5,153,4,-1,0,-1,5537
49,7,1,2,0,3635,1,0,2,5,8,171,2,-1,0,-1,19033
58,10,1,3,0,1016,0,0,1,11,3,78,2,91,1,0,43271
30,10,0,3,0,280,0,0,2,12,8,100,1,-1,0,-1,40881
37,9,0,2,0,728,0,0,2,3,2,129,1,174,2,-1,42851
64,1,1,1,0,67,0,0,1,14,12,86,2,111,1,0,42493
34,9,1,2,0,804,1,0,2,23,7,256,9,-1,0,-1,16255
28,10,1,3,0,1480,1,0,2,18,5,143,1,-1,0,-1,39042
24,4,1,2,0,984,1,0,-1,26,5,89,3,-1,0,-1,5882
46,0,0,2,0,2052,0,0,2,30,1,428,1,-1,0,-1,28692
34,10,1,3,0,63,0,0,2,8,8,94,2,-1,0,-1,19892
50,5,-1,2,0,622,1,0,2,14,5,93,3,-1,0,-1,38017
45,9,1,2,0,204,1,0,2,3,6,224,2,-1,0,-1,39985
58,3,0,2,0,1640,0,1,2,4,2,72,6,274,4,0,29846
38,10,1,3,0,3995,0,0,2,21,8,1111,6,-1,0,-1,22152
30,4,0,1,0,17,1,0,2,13,5,125,3,-1,0,-1,37486
45,0,1,2,0,56,1,0,2,6,5,195,1,-1,0,-1,34825
47,1,0,3,0,3232,0,0,1,6,10,541,1,204,3,0,44939
37,4,0,2,0,277,1,0,-1,3,6,87,6,-1,0,-1,8678
36,10,1,3,0,0,1,1,2,18,7,305,10,-1,0,-1,15516
60,3,1,2,0,5267,0,0,2,4,9,520,1,-1,0,-1,41428
51,4,1,2,0,4695,0,0,2,29,8,8,10,-1,0,-1,24032
37,10,1,3,0,1393,0,1,-1,11,6,129,3,-1,0,-1,10053
28,7,0,2,0,335,1,0,2,20,4,122,3,-1,0,-1,33179
37,10,0,3,0,331,1,0,2,8,5,94,3,-1,0,-1,35820
35,9,1,3,0,163,1,0,2,6,8,126,6,-1,0,-1,40660
29,4,1,2,0,844,1,0,-1,27,5,157,2,-1,0,-1,6492
44,4,1,2,0,1071,1,0,2,11,5,143,3,357,1,0,36323
36,9,0,1,0,-171,1,0,-1,5,5,242,1,-1,0,-1,46
59,3,1,2,0,9976,1,0,-1,29,5,57,2,-1,0,-1,7457
41,10,1,3,0,371,0,0,2,9,2,107,5,-1,0,-1,30902
59,4,1,2,0,-162,1,1,-1,20,6,122,1,-1,0,-1,11702
34,4,1,2,1,-7,1,0,2,22,7,143,5,-1,0,-1,16201
30,10,0,2,0,-383,1,0,2,18,5,170,1,-1,0,-1,39037
36,4,1,2,0,29,1,1,2,31,7,345,1,-1,0,-1,18572
34,5,1,2,0,0,0,1,-1,2,7,193,4,-1,0,-1,12517
51,9,0,2,0,726,1,0,2,11,5,409,1,14,8,1,36135
27,9,0,3,0,4738,0,0,2,13,7,752,1,-1,0,-1,44166
55,4,-1,2,0,4053,0,0,-1,6,6,182,2,-1,0,-1,9424
28,6,1,2,0,-522,1,1,2,18,5,638,2,-1,0,-1,39311
54,3,1,1,0,1156,0,0,-1,16,6,64,2,-1,0,-1,10724
33,5,1,1,0,6904,0,0,1,20,11,114,2,-1,0,-1,26169
33,4,1,2,0,-130,1,0,2,22,7,124,2,-1,0,-1,16136
55,5,1,2,0,-626,1,1,2,5,5,369,2,278,5,0,34652
38,4,1,2,0,814,1,0,2,4,2,306,1,-1,0,-1,29905
44,5,1,2,0,908,1,1,2,28,7,102,7,-1,0,-1,17147
33,4,0,2,0,13494,1,0,-1,20,6,27,25,-1,0,-1,11926
33,10,1,3,0,29,1,0,2,7,5,549,1,-1,0,-1,35190
31,5,1,2,0,1020,1,0,2,19,11,575,6,-1,0,-1,26093
31,4,0,2,0,-366,1,0,2,19,11,313,1,180,1,-1,25520
34,4,1,2,0,42,1,0,-1,7,5,154,2,-1,0,-1,1046
31,4,0,2,0,-538,0,1,2,6,2,521,1,-1,0,-1,30624
52,4,1,1,0,-637,1,1,2,12,5,161,5,174,2,0,36813
57,5,1,2,0,530,1,0,1,15,5,10,7,360,7,0,38123
24,9,0,3,0,805,1,0,2,5,5,169,2,-1,0,-1,34685
46,8,-1,3,0,91,0,1,2,23,7,182,1,-1,0,-1,16324
36,4,1,2,0,134,0,0,-1,12,5,98,2,-1,0,-1,2233
35,4,-1,1,0,21,1,0,2,4,2,166,2,-1,0,-1,30026
29,10,0,3,0,572,0,0,2,16,12,314,1,195,1,1,42500
31,9,0,2,0,40,0,0,2,4,8,158,1,104,2,0,40627
35,7,1,2,0,0,0,0,2,1,4,295,1,303,1,-1,31481
59,6,1,3,0,185,0,0,2,22,6,177,5,138,1,0,40358
